id,name,sex,age,died_year,address
98mcl5vn6q,Felix Sorensen,Male,99,196,
8pcwd56rj3,Emma Carlsen,Female,67,164,
q8zh9ty67n,Felix Sorensen,Male,132,230,
kevdvp9nqh,Dr Jakob Lund,Male,80,177,
xspvlzycum,Olson Blomgren,Male,95,193,
uq6z7zjhlc,Karena Blomgren,Female,80,179,
6xe2hkxg66,Dr Signe Eklund,Female,53,152,
rbx43qqfar,Lynnea Carlsen,Female,19,119,
53gljaucg7,Nico Solberg,Male,122,221,
y8cg675uz2,Sophia Erickson,Female,54,153,
2fwwlwfkkd,Sebastian Solberg,Male,72,171,
ajvq657puz,Lars Carlsen,Male,57,157,
8wb39rsvx7,Lady Sarah Thorn,Female,102,202,
5asdbde43e,Dr Sophie Blomgren,Female,89,189,
tau5tvku3t,Lena Solberg,Female,58,159,
wgel9mwkm5,Lisa Ibsen,Female,61,162,
e2385brz9q,Erik Carlsen,Male,18,119,
5h474gytml,Lynnea Jensen,Female,84,185,
w5qlhcjdkt,Henrik Eklund,Male,109,210,
rblg59tu4p,Dr Halle Sorensen,Female,101,203,
hvwntrpjrq,Tyra Sorensen,Female,47,149,
pwclyxyss3,Axel Erickson,Male,70,172,
3r6b7wrk9p,Leonie Lund,Female,53,156,
xkc73jnuq8,Hans Eklund,Male,81,184,
lx4xab8ttx,Lea Solberg,Female,100,202,
ynmesvbqzd,Arvid Solberg,Male,24,126,
be6w9gfm7u,Helsa Eklund,Female,97,200,
chf5zt4hgz,Viktoria Solberg,Female,76,179,
c3gwh73f5j,Olina Ibsen,Female,91,194,
psydzr6cby,Lord Magnar Lund,Male,116,219,
m6fq3esje6,Juhani Blomgren,Male,59,163,
t3u37v6x5g,Dr Julia Solberg,Female,62,165,
47tvq3w2f4,Ebbe Solberg,Male,30,134,
b7hgkwxafk,Sorena Solberg,Female,61,165,
zj98tph9ja,Dr Olina Solberg,Female,103,207,
7gnkw6wm9l,Lynnea Thorn,Female,107,211,
k773erzjf2,David Sorensen,Male,96,200,
mdrhugcazc,Sophie Blomgren,Female,28,132,
udf4pbejzt,Matthias Carlsen,Male,16,121,
lxradua8nv,Dr Harold Sorensen,Male,88,192,
q8myjxatgd,Hallmar Thorn,Male,54,158,
lhs3w796be,Lars Solberg,Male,89,194,
sy78j2lgp8,Maximilian Solberg,Male,68,173,
bm53544sly,Dane Solberg,Male,83,188,
dqeaufrmv5,Helga Blomgren,Female,68,174,
v93wp5l3jq,Sten Sorensen,Male,15,121,
wcc5fh9xsv,Lord Sebastian Solberg,Male,57,163,
smh8sr7amw,Britt Solberg,Female,87,193,
r49skrgcz9,Erika Eklund,Female,32,138,
mlqnp4zeeh,Ragnar Blomgren,Male,71,178,
npzvegnapn,Daniel Olsen,Male,113,220,
e9c45zjybq,Simon Solberg,Male,52,159,
u6f23bzl3h,Jasmin Solberg,Female,44,151,
zjkxxrn376,Lady Elsa Sorensen,Female,67,174,
h48ktfhhtq,Lucia Blomgren,Female,86,194,
vtq2b2mez6,Agda Olsen,Female,95,203,
s77ddn8m4d,Gerik Blomgren,Male,128,236,
arty8c33rx,Jonas Sorensen,Male,70,177,
8skbkpa3st,Karen Blomgren,Female,21,129,
3jgypxhgy7,Ragnar Thorn,Male,78,187,
wpcubusxh3,Inge Eklund,Female,127,236,
n9p22dpm65,Lady Marie Solberg,Female,75,184,
zy7jhxsjck,Signe Thorn,Female,15,124,
xfx3bx3mqw,Julia Thorn,Female,58,167,
vtdedkptt4,Anika Sorensen,Female,38,147,
ch3laye5sq,Dr Hannah Blomgren,Female,94,204,
fpm2rprub3,Kirk Eklund,Male,72,182,
ml2eu6693d,Britt Sorensen,Female,80,190,
56pzpuynpx,Sven Lund,Male,95,205,
79y8f8njy4,Dr Tove Sorensen,Male,94,204,
jygqwsrf6k,Halle Eklund,Female,60,170,
k3sxm6fbfq,Torvald Lund,Male,97,208,
n9ce4wr2z2,Dane Eklund,Male,102,212,
4aqkrkvjzy,Dr Felix Solberg,Male,82,192,
3rf5kk6mdc,Dr Mia Solberg,Female,58,169,
wwbz6gf4x7,Lilja Blomgren,Female,72,183,
egyl26ajks,Kerstin Carlsen,Female,115,226,
ar5qde8vdt,Helga Blomgren,Female,56,168,
f5amavvbhg,Marcel Sorensen,Male,93,205,
e9b7cls7th,Lynnea Solberg,Female,78,190,
yjj27dwanx,Gerik Sorensen,Male,39,151,
7gxdauapd9,Dr Halle Carlsen,Female,92,205,
8k8mz7yjne,Lee Hall,Male,58,170,
q4v8vvsyaz,David Blomgren,Male,51,163,
rr695mes8p,Vanessa Svendsen,Female,67,180,
hbhft5bgvq,Dr Hannah Blomgren,Female,60,173,
c3e4ydjv35,Paul Olsen,Male,89,202,
ul2qt3dbqp,Dr Elias Sorensen,Male,99,212,
d6pbpr7rca,Lauren Kimura,Female,56,170,
ryg2wpyhtv,Dr Mayu Hall,Female,46,159,
5qzhda4fzb,Gunnar Carlsen,Male,76,190,
v9cq3ty4nd,Dr Alexander Sorensen,Male,80,194,
qf8lpp9l79,Lord Magnar Eklund,Male,87,201,
yj7e9wypgv,Jeneve Sorensen,Female,71,185,
h4uz4lt55g,Lea Pallesen,Female,111,225,
udda5jvyxe,Elin Blomgren,Female,102,216,
hb6tvndvpn,Daniel Sorensen,Male,99,213,
p8k6z5s9fy,Viktoria Ibsen,Female,10,124,
3y3ngqv6me,Julia Eklund,Female,71,186,
w5yh4m6n6a,Elsa Sorensen,Female,123,237,
khq9ceql9z,Theresa Sorensen,Female,65,180,
epl5yaz3tu,Sophie Sorensen,Female,43,157,
se5mfv4zya,Sorena Blomgren,Female,96,211,
ybjyjchdql,Hanne Sorensen,Female,106,221,
69xbntvrfw,Sarah Carlsen,Female,43,158,
pskxhhq74h,Gerik Eklund,Male,70,185,
jyft5eznmc,Soren Sorensen,Male,102,217,
k3r2vrnjwh, Tyr Blomgren,Male,67,182,
yvjr3qfbd5,Jonas Solberg,Male,89,204,
hjglnrxlav,Dahl Sorensen,Female,73,188,
smfe8ynqkh,Tindra Eklund,Female,102,218,
7g95fwfh25,Anna Thorn,Female,94,209,
ddngjduvre,Shane Hall,Male,53,168,
ka3umu8ahq,Theresa Larsen,Female,105,220,
4upfhj3q5b,Felix Sorensen,Male,6,121,
dly9bgemcm,Elin Solberg,Female,81,197,
yv7569jq73,Jakob Lund,Male,121,237,
24sklyufrd,Dr Arvid Sorensen,Male,100,216,
qfjbureeu4,Dr Sebastian Thorn,Male,103,219,
jme7gnpvdy,Florian Thorn,Male,48,164,
gzuhjab4h6,Erling Sorensen,Male,92,208,
j7fyyzmt2h,Kristjana Sorensen,Female,53,170,
bu2eew7dyp,Sanna Eklund,Female,41,157,
cxbm5av89v,Simon Sorensen,Male,78,195,
absx7wgfc3,Nina Blomgren,Female,109,226,
xnjpfp2efs,Alina Jensen,Female,83,200,
suek3lbvym,Juhani Larsen,Male,80,196,
6lx2k6fs64,Dr Asuka Connolly,Female,101,217,
chcenmt6wd,Raphael Eklund,Male,76,193,
u2zzhbnljy,Astrid Carlsen,Female,103,220,
w5a99pbgt5,Lord Sven Sorensen,Male,79,196,
ulzs2plj7h,Astrid Eklund,Female,70,187,
945jhcz4ls,Tove Svendsen,Male,44,161,
8ku3bca7y5,Ayano Kimura,Female,92,210,
eg9fetnkpf,Halle Jensen,Female,55,172,
4uz6nl8js6,Lord Donar Solberg,Male,65,182,
ta36mrfc63,Olina Pallesen,Female,80,198,
buprgfassm,Dr Harold Sorensen,Male,80,198,
kudcbac2t4,Paul Sorensen,Male,56,174,
9bfbafku6z,David Solberg,Male,44,162,
hb5w4am47g,Fabian Eklund,Male,70,188,
qbtgx4pc7x,Torvald Sorensen,Male,86,204,
9vf4tshsth,Dr Philipp Solberg,Male,33,151,
k3q54dwrdb,Helga Carlsen,Female,80,198,
ws8mkxznkr,Dr Elin Lund,Female,73,191,
5qmynee3b3,Sarah Bager,Female,37,156,
7w7f56rsud,Isabella Kimura,Female,27,146,
dtls8m57lp,Sarah Eklund,Female,73,192,
8zgnuhen5k,Kana Kimura,Female,52,170,
q4639k72fn,Karina Eklund,Female,61,179,
mgldb7t8ju,Elias Eklund,Male,52,171,
yr5nb5v3dt,Hannah Solberg,Female,71,190,
7pjzel9g45,Hannah Sorensen,Female,108,227,
qvgmjzppnd,Helga Solberg,Female,98,218,
hj43yv99ll,Thurston Thorn,Male,65,184,
7wus7pt7pb,Jana Sorensen,Female,92,212,
24rntk4p87,Erla Eklund,Female,88,207,
pfhe3dnmbw,Helga Eklund,Female,26,145,
rjsmsqbhl3,Mia Eklund,Female,37,157,
a7qgdstsht,Aaron Kimura,Male,43,163,
2r2p3bqg6v,Paul Thorn,Male,70,189,
4ubwsndcf2,Dr Leonie Solberg,Female,60,180,
sadvrtl6tw,Lilja Jensen,Female,78,198,
buzgmhflfh,Sarah Solberg,Female,52,172,
88gtp53tjp,Jack Collins,Male,55,175,
rr4fktv87a,Torsten Sorensen,Male,89,209,
hbfm9cswtb,Selina Solberg,Female,8,128,
43npkrx329,Theresa Sorensen,Female,104,224,
2jd9dr86el,Halden Lund,Male,90,210,
k32v8f3l27,Daiki Kimura,Male,81,201,
24e2w47435,Signe Eklund,Female,114,235,
5d9q387pvl,Tyra Madsen,Female,47,168,
vwkwrq3djn,Johanna Carlsen,Female,60,181,
gnsy369jqk,Lady Ingrid Blomgren,Female,59,180,
2bqtn7rtmb,Valdemar Sorensen,Male,44,165,
xn66rtc2rh,Hans Sorensen,Male,95,217,
yrfdg72wzn,Daichi Edwards,Male,46,167,
dl94p5tnga,Kirk Carlsen,Male,77,199,
8s5ya24626,Dr Sakura Moore,Female,76,197,
9ve72erzab,Halle Lund,Female,49,170,
b3zmg54rum,Illona Sorensen,Female,88,209,
69vh42d8eh,Agda Sorensen,Female,79,201,
k3p8by5zu4,Lars Solberg,Male,85,206,
ncjwg36lpl,Arvid Eklund,Male,27,148,
fz5cwxp5mt,Lady Inge Solberg,Female,80,202,
ar2z28xjt7,Lady Inge Blomgren,Female,58,180,
cxlfhx9adj,Michael Carlsen,Male,34,156,
juzslenn4u,Axel Ibsen,Male,98,220,
xnthtcffkf,Yorick Sorensen,Male,112,234,
chm82b8823,Elias Sorensen,Male,26,149,
ns6h29a3vz,Lena Lund,Female,72,195,
hy2dn5kjev,Harold Carlsen,Male,87,210,
m9w2u8k59d,Theresa Carlsen,Female,62,185,
fzspygsjfr,Marie Madsen,Female,75,198,
cx9tkgcp7g,Gunnar Solberg,Male,107,230,
jun6pxq3xr,Dylan McCarthy,Male,78,201,
m29m5p3tg4,Anna Solberg,Female,88,212,
5lv8zcw85p,Raphael Carlsen,Male,73,197,
khy6xncvuf,Agda Holst,Female,70,193,
8frppturlp,Florian Ibsen,Male,74,197,
z3d55qebjw,Lord Viggo Madsen,Male,72,196,
jmzqyd9r6h,Ronan Moore,Male,11,135,
37ncu347t3,Raphael Thorn,Male,66,190,
5d8tatewce,Thurston Ibsen,Male,104,228,
cdwd5ng6dv,Ingrid Eklund,Female,25,149,
8n3hgweh7w,Dr Ragnar Lund,Male,79,203,
3uxc4tpyqr,Dahl Jensen,Female,54,178,
wzt8qpyfam,Kaya Solberg,Female,59,183,
fkgukdtvw7,Dr Harold Solberg,Male,89,213,
4x8lt6duzw,Hallmar Larsen,Male,46,170,
ephem4qr89,Halden Solberg,Male,60,185,
w862hsj7vt,Liam Hall,Male,86,210,
xbf986836z,Nina Blomgren,Female,31,155,
ws6tz5h5jc,Elin Thorn,Female,83,208,
xvf2rh6zsh,Dahl Blomgren,Female,46,170,
t6m54s4cmj,Florian Solberg,Male,66,191,
u9wct5s7wp,Kristjana Eklund,Female,40,165,
yjr2z8ssq7,Leon Erickson,Male,59,184,
6g6e4q67gh,Fabian Eklund,Male,10,135,
hrpn4n82bg,Theresa Sorensen,Female,67,193,
qbe2gu88yf,Halden Solberg,Male,9,135,
rep978w39m,Emma Ibsen,Female,60,186,
fsfzezf2cc,Hanne Eklund,Female,81,206,
7cs75jcqyd,Nina Blomgren,Female,119,244,
ammvamcbtv,Nils Solberg,Male,47,173,
u9kqvnulqm,Nico Larsen,Male,117,243,
dt7crcp2d8,Philipp Lund,Male,55,181,
ewgkgqcwmd,Dr Vanessa Solberg,Female,83,209,
5djjfvkqz9,Michael Thorn,Male,77,203,
g432xfpm7q,Elias Svendsen,Male,111,237,
7k4zvlwfkl,Elena Thorn,Female,23,150,
mg7xtwc4bd,Dr Emma Blomgren,Female,70,196,
gn3tftmku8,Tyra Sorensen,Female,69,196,
pnrdanptup,Michael Carlsen,Male,114,240,
vk6rd548lz,Jonas Eklund,Male,19,145,
5lub8y5glg,Marcel Solberg,Male,66,192,
